"customer_key","year_birth","education","marital_status","income","household_size","year"
"101394","1976","Master","Single","70379","2","2013"
"101397","1955","Graduate","Married","76998","3","2013"
"101398","1972","Master","Together","49854","3","2013"
"101399","1971","PhD","Married","60585","4","2013"
"101400","1950","PhD","Divorced","42873","3","2013"
"101401","1988","Graduate","Together","87679","2","2013"
"101402","1978","Graduate","Together","57867","3","2013"
"101403","1990","Graduate","Married","35765","3","2013"
"101405","1977","Graduate","Divorced","32952","2","2013"
"101408","1988","Graduate","Married","68487","2","2013"
"101409","1975","Master","Together","53253","4","2013"
"101414","1972","Master","Married","57136","4","2013"
"101416","1971","PhD","Married","78931","2","2013"
"101417","1958","Graduate","Together","53977","3","2013"
"101420","1977","Undergraduate","Together","20981","2","2013"
"101423","1972","Master","Married","37787","3","2013"
"101425","1983","PhD","Single","87188","1","2013"
"101426","1971","Graduate","Together","69930","2","2013"
"101428","1973","Graduate","Single","3502","2","2013"
"101433","1960","Graduate","Together","19740","3","2013"
"101435","1958","Undergraduate","Together","53083","4","2013"
"101439","1989","Graduate","Single","9255","2","2013"
"101440","1959","PhD","Widow","67786","1","2013"
"101442","1967","Master","Single","59235","2","2013"
"101444","1961","Master","Together","74881","4","2013"
"101446","1953","PhD","Single","51411","4","2013"
"101448","1987","Undergraduate","Married","30390","2","2013"
"101450","1957","Graduate","Widow","66033","2","2013"
"101451","1975","Undergraduate","Married","37284","4","2013"
"101452","1951","Master","Divorced","57530","2","2013"
"101455","1967","Master","Married","37054","4","2013"
"101457","1976","Graduate","Divorced","31859","2","2013"
"101458","1961","Graduate","Divorced","27215","4","2013"
"101459","1976","PhD","Divorced","70179","2","2013"
"101463","1952","Graduate","Single","47958","2","2013"
"101467","1957","PhD","Married","75283","5","2013"
"101468","1986","Master","Married","27161","3","2013"
"101469","1960","PhD","Together","38201","3","2013"
"101472","1976","Master","Single","60482","2","2013"
"101474","1947","Master","Together","78093","2","2013"
"101475","1950","Graduate","Divorced","82460","1","2013"
"101479","1980","Graduate","Married","34968","3","2013"
"101480","1987","Graduate","Married","75794","2","2013"
"101481","1955","Graduate","Married","74268","2","2013"
"101485","1984","Graduate","Single","36108","2","2013"
"101488","1965","Master","Married","53843","3","2013"
"101490","1955","Master","Divorced","70638","1","2013"
"101491","1960","Graduate","Together","44512","4","2013"
"101493","1963","PhD","Married","54072","4","2013"
"101494","1977","Graduate","Married","71855","3","2013"
"101495","1990","Undergraduate","Single","51250","2","2013"
"101499","1990","Graduate","Single","64509","1","2013"
"101500","1975","Graduate","Single","33955","2","2013"
"101501","1984","Graduate","Married","55434","3","2013"
"101502","1983","Graduate","Together","28359","3","2013"
"101505","1965","PhD","Together","51717","3","2013"
"101506","1971","Graduate","Married","18793","3","2013"
"101507","1959","Graduate","Single","50664","3","2013"
"101508","1963","Graduate","Together","54414","4","2013"
"101511","1963","PhD","Divorced","41003","1","2013"
"101513","1976","Undergraduate","Together","36301","3","2013"
"101514","1969","PhD","Together","42731","3","2013"
"101516","1978","Graduate","Together","22775","3","2013"
"101517","1955","PhD","Married","59821","3","2013"
"101518","1954","Graduate","Divorced","50002","2","2013"
"101519","1945","Graduate","Married","69755","2","2013"
"101521","1976","Master","Together","30560","3","2013"
"101523","1964","PhD","Divorced","64140","3","2013"
"101526","1960","Master","Divorced","39228","1","2013"
"101527","1974","Master","Married","58494","3","2013"
"101529","1967","Graduate","Divorced","57136","1","2013"
"101534","1977","Graduate","Together","157146","2","2013"
"101535","1947","PhD","Widow","25358","2","2013"
"101537","1954","Master","Together","36634","3","2013"
"101539","1972","Undergraduate","Together","50334","3","2013"
"101541","1958","PhD","Single","50729","3","2013"
"101542","1968","Graduate","Together","34916","4","2013"
"101545","1985","Undergraduate","Single","41473","2","2013"
"101546","1967","PhD","Married","63246","4","2013"
"101547","1959","PhD","Married","36732","4","2013"
"101548","1985","PhD","Single","37929","1","2013"
"101549","1951","Graduate","Together","86610","2","2013"
"101550","1986","Master","Married","80141","2","2013"
"101553","1975","Graduate","Married","27573","3","2013"
"101554","1979","High School","Single","15862","2","2013"
"101555","1976","PhD","Married","49544","3","2013"
"101557","1978","Graduate","Together","70440","2","2013"
"101561","1952","Graduate","Married","49413","3","2013"
"101564","1968","Graduate","Together","56534","3","2013"
"101565","1971","Graduate","Single","58350","2","2013"
"101566","1951","Graduate","Single","49090","2","2013"
"101567","1987","Master","Divorced","61787","1","2013"
"101568","1985","PhD","Married","18169","3","2013"
"101571","1952","Graduate","Divorced","62335","2","2013"
"101573","1983","PhD","Married","86580","2","2013"
"101577","1989","Graduate","Single","18358","2","2013"
"101580","1984","PhD","Married","38175","3","2013"
"101586","1959","Master","Married","77520","3","2013"
"101587","1978","Graduate","Together","41154","3","2013"
"101590","1956","Graduate","Single","60230","2","2013"
"101592","1974","Graduate","Together","44392","4","2013"
"101594","1979","Graduate","Married","17688","3","2013"
"101595","1983","PhD","Married","92491","2","2013"
"101596","1991","Graduate","Single","90273","1","2013"
"101601","1965","High School","Single","23529","2","2013"
"101602","1951","Graduate","Married","71107","3","2013"
"101604","1955","Graduate","Divorced","37244","3","2013"
"101606","1958","Undergraduate","Single","75342","2","2013"
"101607","1954","Graduate","Divorced","70044","2","2013"
"101608","1963","Graduate","Married","77437","2","2013"
"101610","1971","PhD","Married","42403","3","2013"
"101612","1983","Graduate","Together","37292","3","2013"
"101614","1947","Graduate","Together","70321","2","2013"
"101615","1969","PhD","Divorced","58086","2","2013"
"101618","1969","Graduate","Divorced","69901","2","2013"
"101619","1949","PhD","Married","80360","2","2013"
"101621","1949","PhD","Widow","51569","2","2013"
"101622","1979","High School","Single","16014","3","2013"
"101623","1968","Graduate","Married","41120","4","2013"
"101624","1971","Master","Single","39763","2","2013"
"101626","1972","Graduate","Married","77981","3","2013"
"101627","1964","Undergraduate","Married","62905","3","2013"
"101628","1979","Undergraduate","Divorced","13533","2","2013"
"101629","1975","Graduate","Together","59481","3","2013"
"101630","1977","Graduate","Married","72117","3","2013"
"101631","1986","Undergraduate","Married","21955","3","2013"
"101632","1956","Graduate","Married","67131","3","2013"
"101634","1975","Master","Married","47808","3","2013"
"101636","1952","PhD","Together","85431","2","2013"
"101639","1973","PhD","Together","39435","3","2013"
"101640","1984","Undergraduate","Married","65370","2","2013"
"101644","1959","Graduate","Together","71232","3","2013"
"101645","1971","Graduate","Together","34600","4","2013"
"101648","1983","Graduate","Together","36075","3","2013"
"101650","1962","Undergraduate","Together","82122","2","2013"
"101651","1952","Graduate","Together","34074","4","2013"
"101652","1960","Master","Married","28520","4","2013"
"101653","1955","Graduate","Single","62535","2","2013"
"101658","1951","Master","Together","59385","4","2013"
"101660","1966","PhD","Single","7144","3","2013"
"101661","1964","Graduate","Single","18701","3","2013"
"101666","1992","Graduate","Together","63207","2","2013"
"101667","1954","Graduate","Divorced","72071","2","2013"
"101668","1983","PhD","Together","21840","3","2013"
"101669","1982","Undergraduate","Together","58582","3","2013"
"101670","1951","Graduate","Single","72282","1","2013"
"101671","1956","Graduate","Married","50387","4","2013"
"101674","1971","Master","Divorced","44635","3","2013"
"101675","1968","Graduate","Married","63967","3","2013"
"101677","1969","Graduate","Married","25293","3","2013"
"101678","1965","PhD","Widow","54111","2","2013"
"101679","1986","Graduate","Together","78394","2","2013"
"101680","1958","Master","Married","80739","2","2013"
"101681","1975","Master","Together","22669","3","2013"
"101682","1987","Graduate","Single","29236","2","2013"
"101683","1959","Graduate","Together","44911","3","2013"
"101684","1962","PhD","Married","54693","3","2013"
"101687","1970","PhD","Married","80336","2","2013"
"101688","1957","Graduate","Married","47743","3","2013"
"101690","1982","PhD","Together","32313","3","2013"
"101691","1953","Master","Widow","84953","1","2013"
"101693","1957","Master","Together","68148","2","2013"
"101694","1965","Master","Together","65735","4","2013"
"101697","1990","Graduate","Married","30093","2","2013"
"101701","1975","Graduate","Together","22280","3","2013"
"101703","1961","Graduate","Together","64260","2","2013"
"101704","1984","PhD","Single","82733","1","2013"
"101705","1971","Master","Divorced","74290","2","2013"
"101707","1976","Master","Together","21024","2","2013"
"101708","1972","PhD","Married","70116","2","2013"
"101711","1975","Undergraduate","Divorced","11448","1","2013"
"101712","1971","Graduate","Married","70886","3","2013"
"101714","1968","Master","Together","32889","4","2013"
"101719","1964","Graduate","Divorced","69932","2","2013"
"101721","1948","PhD","Single","60200","2","2013"
"101726","1951","PhD","Together","69702","3","2013"
"101727","1975","Graduate","Divorced","70300","2","2013"
"101731","1969","Master","Single","62772","2","2013"
"101735","1971","PhD","Divorced","86979","1","2013"
"101736","1975","Graduate","Together","76532","4","2013"
"101737","1982","Graduate","Married","42081","3","2013"
"101739","1985","Graduate","Married","31158","3","2013"
"101742","1949","Graduate","Divorced","49160","2","2013"
"101745","1964","PhD","Married","45759","4","2013"
"101748","1971","Graduate","Divorced","29819","2","2013"
"101750","1971","PhD","Married","60491","3","2013"
"101752","1959","Graduate","Married","35701","2","2013"
"101753","1980","Master","Married","31535","3","2013"
"101758","1981","PhD","Single","36038","2","2013"
"101763","1943","Master","Single","77598","1","2013"
"101764","1959","Graduate","Single","80982","3","2013"
"101765","1977","Master","Married","22701","3","2013"
"101766","1970","Graduate","Married","70617","2","2013"
"101768","1965","Master","Married","62694","4","2013"
"101769","1974","PhD","Married","61917","4","2013"
"101770","1947","PhD","Married","67472","3","2013"
"101773","1951","Graduate","Married","75903","3","2013"
"101775","1956","PhD","Single","54998","2","2013"
"101778","1973","Graduate","Married","25410","3","2013"
"101780","1950","Graduate","Together","28320","3","2013"
"101787","1968","Graduate","Single","36065","3","2013"
"101788","1940","PhD","Single","51141","1","2013"
"101789","1976","Graduate","Married","56939","3","2013"
"101792","1964","PhD","Single","61798","1","2013"
"101796","1990","Graduate","Single","96843","1","2013"
"101797","1965","Master","Married","70053","3","2013"
"101798","1962","PhD","Widow","71670","1","2013"
"101800","1952","Graduate","Single","40887","3","2013"
"101802","1947","Graduate","Together","74485","2","2013"
"101803","1972","Graduate","Together","64474","3","2013"
"101805","1949","Graduate","Widow","72643","1","2013"
"101807","1966","Graduate","Divorced","55686","2","2013"
"101809","1975","Graduate","Married","40794","3","2013"
"101810","1969","Graduate","Married","4428","3","2013"
"101812","1968","PhD","Single","38236","3","2013"
"101815","1984","Graduate","Married","24570","3","2013"
"101817","1962","Master","Married","58646","3","2013"
"101818","1975","Graduate","Single","53201","3","2013"
"101819","1978","Graduate","Married","57113","4","2013"
"101820","1991","Graduate","Married","51373","2","2013"
"101821","1986","Graduate","Married","23477","3","2013"
"101823","1963","PhD","Divorced","72968","1","2013"
"101824","1971","Master","Married","39791","3","2013"
"101825","1947","Master","Single","91712","1","2013"
"101827","1960","Graduate","Together","13672","4","2013"
"101831","1973","PhD","Married","32644","3","2013"
"101833","1970","Graduate","Single","24206","2","2013"
"101834","1967","PhD","Divorced","28420","2","2013"
"101837","1977","Graduate","Married","30368","3","2013"
"101839","1964","Graduate","Divorced","41638","2","2013"
"101840","1959","PhD","Divorced","68805","2","2013"
"101842","1958","Graduate","Divorced","71964","1","2013"
"101843","1986","Graduate","Single","39146","2","2013"
"101844","1977","Graduate","Together","96876","2","2013"
"101845","1981","High School","Married","34445","2","2013"
"101847","1983","Graduate","Married","36790","2","2013"
"101848","1967","Graduate","Together","27943","4","2013"
"101852","1982","Master","Married","43815","3","2013"
"101855","1965","PhD","Married","71322","3","2013"
"101857","1953","Graduate","Divorced","23272","1","2013"
"101860","1947","PhD","Widow","68117","2","2013"
"101861","1955","Graduate","Married","67225","3","2013"
"101862","1976","Graduate","Married","17649","3","2013"
"101863","1975","Graduate","Together","55914","3","2013"
"101864","1984","Graduate","Married","40059","3","2013"
"101865","1950","Graduate","Together","60905","3","2013"
"101867","1951","Graduate","Single","60689","2","2013"
"101868","1984","Graduate","Married","38680","3","2013"
"101869","1982","Graduate","Together","61416","2","2013"
"101870","1991","Graduate","Single","49767","1","2013"
"101872","1981","Graduate","Married","29009","3","2013"
"101873","1979","Master","Married","45057","3","2013"
"101875","1970","Graduate","Single","43020","2","2013"
"101877","1973","Graduate","Married","65308","2","2013"
"101879","1947","Undergraduate","Married","81044","2","2013"
"101880","1951","Graduate","Married","32871","4","2013"
"101881","1975","Graduate","Single","55801","3","2013"
"101885","1965","Graduate","Single","23478","1","2013"
"101887","1950","Graduate","Married","59462","3","2013"
"101888","1969","Master","Together","51381","4","2013"
"101889","1981","PhD","Single","51381","2","2013"
"101890","1978","Graduate","Together","42554","4","2013"
"101891","1951","Graduate","Widow","67046","2","2013"
"101892","1948","Graduate","Married","42192","2","2013"
"101895","1979","Graduate","Together","34350","3","2013"
"101896","1949","Graduate","Together","54591","3","2013"
"101897","1956","Graduate","Married","71866","3","2013"
"101898","1983","Graduate","Married","69520","2","2013"
"101900","1977","Master","Married","27889","3","2013"
"101902","1971","Graduate","Married","51381","4","2013"
"101903","1954","Master","Together","51381","3","2013"
"101905","1955","Graduate","Single","51381","2","2013"
"101907","1943","Master","Widow","51381","1","2013"
"101910","1980","Graduate","Single","30828","2","2013"
"101911","1971","Master","Married","34109","3","2013"
"101912","1974","Master","Divorced","53367","3","2013"
"101913","1969","High School","Together","22390","2","2013"
"101916","1950","PhD","Married","48699","4","2013"
"101917","1975","Graduate","Together","80144","2","2013"
"101918","1956","Graduate","Single","54252","3","2013"
"101924","1972","High School","Married","14188","2","2013"
"101926","1949","Master","Married","48150","3","2013"
"101928","1955","Graduate","Widow","58275","3","2013"
"101931","1974","Master","Together","43018","3","2013"
"101932","1954","Master","Married","45736","3","2013"
"101933","1969","Master","Together","66476","3","2013"
"101934","1981","Undergraduate","Married","27733","3","2013"
"101936","1962","Master","Single","72217","1","2013"
"101939","1976","Undergraduate","Together","25176","4","2013"
"101943","1986","PhD","Married","82333","2","2013"
"101945","1974","Graduate","Together","33590","5","2013"
"101946","1976","Master","Single","72309","1","2013"
"101947","1949","PhD","Married","156924","2","2013"
"101951","1969","Graduate","Widow","40590","3","2013"
"101956","1968","Graduate","Divorced","36997","3","2013"
"101959","1957","Graduate","Single","78499","1","2013"
"101962","1973","PhD","Together","63516","4","2013"
"101963","1962","PhD","Married","42769","3","2013"
"101964","1958","Master","Married","49572","4","2013"
"101974","1957","Graduate","Together","47320","3","2013"
"101975","1949","Undergraduate","Widow","74859","1","2013"
"101976","1992","High School","Single","15253","2","2013"
"101977","1974","PhD","Single","31560","2","2013"
"101978","1990","Master","Single","91172","1","2013"
"101979","1984","Graduate","Married","90000","2","2013"
"101980","1981","Graduate","Single","41967","3","2013"
"101982","1970","Undergraduate","Divorced","65706","1","2013"
"101984","1951","Graduate","Married","71965","3","2013"
"101986","1975","PhD","Married","79174","2","2013"
"101989","1971","Graduate","Married","52914","3","2013"
"101990","1974","Graduate","Married","26067","3","2013"
"101991","1972","PhD","Married","44325","3","2013"
"101993","1978","High School","Single","26487","2","2013"
"101995","1960","Graduate","Married","67716","3","2013"
"102000","1983","Master","Single","89616","1","2013"
"102001","1971","Graduate","Divorced","40851","3","2013"
"102004","1952","Master","Single","8820","3","2013"
"102006","1973","Graduate","Together","55593","3","2013"
"102007","1954","Graduate","Married","50501","4","2013"
"102009","1990","High School","Single","16185","2","2013"
"102011","1978","Graduate","Married","73807","3","2013"
"102016","1963","Graduate","Divorced","45146","3","2013"
"102017","1955","Undergraduate","Divorced","41769","2","2013"
"102021","1976","Graduate","Married","5305","3","2013"
"102024","1979","Graduate","Married","58025","3","2013"
"102025","1979","Undergraduate","Together","7500","3","2013"
"102028","1979","Graduate","Married","63777","4","2013"
"102029","1962","Graduate","Single","57967","2","2013"
"102032","1984","Graduate","Single","11012","2","2013"
"102035","1977","Graduate","Together","666666","3","2013"
"102036","1967","Graduate","Married","61223","3","2013"
"100988","1971","Graduate","Together","74538","2","2013"
"100989","1971","Graduate","Single","91700","1","2013"
"100991","1977","Undergraduate","Married","31056","3","2013"
"100994","1972","Master","Single","46423","3","2013"
"100996","1953","Graduate","Married","47703","3","2013"
"101001","1986","Graduate","Together","34728","3","2013"
"101003","1966","Master","Married","33585","3","2013"
"101004","1960","PhD","Married","77037","3","2013"
"101006","1966","Graduate","Married","44529","3","2013"
"101008","1949","PhD","Married","69098","2","2013"
"101009","1970","Undergraduate","Divorced","25959","3","2013"
"101010","1983","Master","Married","27100","3","2013"
"101013","1951","PhD","Married","53312","2","2013"
"101015","1987","Graduate","Together","67605","2","2013"
"101017","1958","Graduate","Together","65196","4","2013"
"101018","1987","PhD","Single","42000","1","2013"
"101029","1958","Graduate","Together","46610","2","2013"
"101030","1961","Graduate","Together","88347","2","2013"
"101031","1981","PhD","Married","87171","2","2013"
"101032","1976","Undergraduate","Together","26907","4","2013"
"101034","1978","PhD","Married","41014","3","2013"
"101038","1982","Graduate","Together","40479","3","2013"
"101039","1970","Master","Single","75345","1","2013"
"101040","1977","Graduate","Married","54233","3","2013"
"101041","1970","Graduate","Single","24163","3","2013"
"100981","1966","Master","Together","33564","3","2014"
"100219","1970","PhD","Together","77622","4","2014"
"100053","1977","Graduate","Divorced","82582","1","2014"
"100990","1969","Graduate","Together","68695","2","2014"
"101503","1987","Graduate","Single","57100","2","2014"
"100978","1973","Graduate","Married","34961","3","2014"
"100993","1958","PhD","Together","37334","4","2014"
"100464","1977","Master","Married","55842","3","2014"
"100995","1971","PhD","Married","37126","3","2014"
"101899","1970","Graduate","Divorced","64713","2","2014"
"100997","1959","Graduate","Married","61180","3","2014"
"100974","1965","Undergraduate","Married","70924","2","2014"
"100973","1951","Master","Married","59412","2","2014"
"101000","1962","Graduate","Together","76081","2","2014"
"100001","1954","Graduate","Single","46344","3","2014"
"100972","1971","Master","Married","38196","4","2014"
"101901","1960","High School","Widow","22123","1","2014"
"100217","1988","Undergraduate","Together","45204","3","2014"
"100969","1976","PhD","Together","49187","3","2014"
"101509","1952","PhD","Married","54549","3","2014"
"101007","1966","PhD","Together","28764","4","2014"
"100463","1972","PhD","Single","41644","3","2014"
"100050","1957","Graduate","Widow","65486","2","2014"
"101512","1982","Graduate","Together","19444","3","2014"
"100956","1954","Graduate","Divorced","64587","3","2014"
"100955","1989","Graduate","Single","64449","2","2014"
"100048","1951","Graduate","Single","51381","4","2014"
"100952","1954","Graduate","Divorced","85683","1","2014"
"100148","1966","Master","Married","49605","2","2014"
"100951","1956","PhD","Widow","35340","3","2014"
"101515","1959","PhD","Married","52854","4","2014"
"101771","1982","Master","Married","21059","3","2014"
"101019","1973","PhD","Divorced","35860","3","2014"
"101020","1964","PhD","Married","65526","3","2014"
"100944","1965","Graduate","Divorced","4861","1","2014"
"101022","1992","Graduate","Single","83528","1","2014"
"100941","1952","Graduate","Married","35704","4","2014"
"100939","1962","Graduate","Married","83715","2","2014"
"101025","1978","Graduate","Married","67023","2","2014"
"100934","1988","Graduate","Married","84219","2","2014"
"100928","1980","Graduate","Married","50183","4","2014"
"101028","1953","Graduate","Married","39722","3","2014"
"101772","1968","Master","Married","29543","4","2014"
"102014","1954","Graduate","Together","32144","4","2014"
"100213","1978","Undergraduate","Single","52195","4","2014"
"101520","1969","Graduate","Married","44078","4","2014"
"101033","1968","Master","Single","50014","2","2014"
"100137","1973","PhD","Alone","35860","3","2014"
"101035","1965","Graduate","Single","66294","1","2014"
"100925","1962","PhD","Single","52597","2","2014"
"100922","1973","Graduate","Married","59041","4","2014"
"101522","1969","Master","Together","35924","4","2014"
"100212","1977","Graduate","Married","41443","3","2014"
"100461","1988","Graduate","Single","20518","2","2014"
"101525","1981","Undergraduate","Together","75774","3","2014"
"101777","1959","Master","Married","34242","3","2014"
"101043","1983","Graduate","Together","43776","3","2014"
"101044","1958","PhD","Single","71691","1","2014"
"101045","1973","PhD","Married","85844","2","2014"
"101046","1974","PhD","Single","39190","2","2014"
"101047","1965","PhD","Married","57236","4","2014"
"101981","1965","Graduate","Single","69263","2","2014"
"101049","1958","Graduate","Divorced","79803","2","2014"
"100918","1976","Master","Together","46106","4","2014"
"101528","1981","Graduate","Single","58684","1","2014"
"101779","1984","PhD","Married","73356","2","2014"
"101530","1950","PhD","Widow","56551","3","2014"
"101531","1982","Graduate","Married","22448","3","2014"
"100455","1951","Graduate","Married","53790","4","2014"
"100452","1969","PhD","Single","66582","1","2014"
"101057","1972","Graduate","Married","30023","3","2014"
"100131","1969","Graduate","Married","73448","2","2014"
"101059","1952","PhD","Married","50870","3","2014"
"101060","1974","Undergraduate","Married","65463","3","2014"
"101061","1965","Graduate","Married","66480","4","2014"
"100208","1954","Graduate","Together","77972","2","2014"
"101536","1978","Master","Single","35544","2","2014"
"101064","1973","PhD","Single","54466","3","2014"
"101782","1984","Graduate","Married","72570","2","2014"
"101538","1954","PhD","Married","62670","3","2014"
"100205","1966","Graduate","Married","44794","3","2014"
"101540","1981","Graduate","Single","72066","1","2014"
"100197","1952","Graduate","Divorced","69142","2","2014"
"100196","1973","PhD","Single","46854","3","2014"
"101543","1976","Graduate","Divorced","64892","2","2014"
"100915","1976","PhD","Together","52190","4","2014"
"101544","1966","Graduate","Single","43602","3","2014"
"101786","1974","Master","Married","83891","3","2014"
"100914","1979","PhD","Together","27922","3","2014"
"100910","1982","Undergraduate","Married","57937","3","2014"
"100899","1971","PhD","Together","32892","3","2014"
"101078","1977","Graduate","Together","46931","5","2014"
"101909","1959","Graduate","Married","79823","3","2014"
"100045","1976","Graduate","Single","79941","1","2014"
"101983","1975","Graduate","Together","60934","3","2014"
"101790","1951","Graduate","Single","80872","1","2014"
"101083","1978","Graduate","Married","42693","3","2014"
"100896","1989","Graduate","Single","46107","2","2014"
"100193","1980","Master","Married","69661","2","2014"
"101086","1974","Undergraduate","Together","49669","3","2014"
"100895","1974","PhD","Together","79632","2","2014"
"100451","1975","Graduate","Married","33183","3","2014"
"100450","1958","PhD","Widow","50520","2","2014"
"100009","1950","PhD","Together","5648","4","2014"
"101091","1978","Undergraduate","Divorced","21282","2","2014"
"101793","1950","PhD","Widow","76842","1","2014"
"101794","1976","Graduate","Together","29478","3","2014"
"101094","1974","Master","Together","21255","3","2014"
"101556","1980","Graduate","Married","33228","3","2014"
"100892","1978","Graduate","Married","77583","2","2014"
"100184","1970","PhD","Single","32303","2","2014"
"100890","1986","Graduate","Together","83033","3","2014"
"101558","1971","Graduate","Together","38232","4","2014"
"100889","1948","PhD","Married","34469","4","2014"
"100886","1955","PhD","Together","46015","4","2014"
"100876","1986","PhD","Married","45921","2","2014"
"101103","1960","Master","Married","54197","3","2014"
"101104","1963","PhD","Single","23091","3","2014"
"100448","1964","Graduate","Married","60597","3","2014"
"100875","1974","Graduate","Together","47889","3","2014"
"101107","1961","Graduate","Married","79410","2","2014"
"101560","1983","PhD","Married","23536","3","2014"
"101109","1965","Graduate","Married","44375","3","2014"
"100872","1977","Graduate","Single","85072","1","2014"
"100864","1958","Graduate","Divorced","78331","2","2014"
"101985","1955","Graduate","Married","65210","3","2014"
"101562","1969","Graduate","Married","42231","4","2014"
"100446","1952","Graduate","Married","50300","3","2014"
"100861","1991","High School","Single","26868","2","2014"
"101914","1976","Graduate","Together","71322","3","2014"
"101117","1969","Graduate","Single","81657","1","2014"
"101118","1996","High School","Married","14421","2","2014"
"100860","1983","Graduate","Married","76630","2","2014"
"101120","1957","Master","Married","66726","4","2014"
"100128","1956","PhD","Together","77376","4","2014"
"101799","1978","Graduate","Married","44359","4","2014"
"100852","1981","Undergraduate","Married","51111","4","2014"
"102031","1972","Graduate","Married","24434","4","2014"
"101801","1966","Graduate","Divorced","48877","2","2014"
"101126","1991","Master","Single","90638","1","2014"
"100432","1974","Undergraduate","Married","20130","2","2014"
"100423","1970","Graduate","Single","30015","2","2014"
"100067","1979","Undergraduate","Single","88194","2","2014"
"100417","1989","Undergraduate","Together","10404","3","2014"
"101131","1971","Graduate","Single","26954","2","2014"
"100066","1967","Graduate","Together","32474","4","2014"
"100416","1989","Graduate","Married","75433","3","2014"
"101575","1951","Master","Widow","73705","3","2014"
"100849","1972","Graduate","Single","24762","2","2014"
"101136","1974","Undergraduate","Married","45894","4","2014"
"100847","1956","Master","Single","86424","1","2014"
"100842","1981","Undergraduate","Single","42395","3","2014"
"101139","1960","Graduate","Divorced","58401","2","2014"
"101140","1952","Graduate","Single","62307","2","2014"
"100415","1986","Graduate","Married","92910","2","2014"
"101804","1963","Graduate","Together","77226","3","2014"
"101143","1972","PhD","Married","78075","2","2014"
"100841","1976","Graduate","Together","21675","3","2014"
"101578","1973","PhD","Together","55012","3","2014"
"100411","1982","Master","Together","18492","3","2014"
"100126","1953","Master","Married","54348","4","2014"
"100410","1973","PhD","Married","37401","3","2014"
"100407","1994","Graduate","Together","80134","2","2014"
"101583","1978","Graduate","Married","64813","3","2014"
"101151","1957","PhD","Together","40451","4","2014"
"101584","1973","PhD","Married","54222","3","2014"
"101585","1986","Graduate","Married","83512","2","2014"
"101806","1978","Master","Together","85738","2","2014"
"100120","1967","Master","Single","32557","2","2014"
"100405","1943","PhD","Married","75865","2","2014"
"100840","1959","Graduate","Single","62450","2","2014"
"101589","1992","High School","Single","18746","2","2014"
"101808","1983","Graduate","Single","39062","2","2014"
"100830","1969","Master","Together","44602","4","2014"
"101591","1977","Graduate","Married","22108","4","2014"
"100829","1969","Graduate","Together","23228","3","2014"
"101921","1976","Master","Married","53204","4","2014"
"100398","1971","PhD","Divorced","65808","3","2014"
"100115","1970","Graduate","Married","90765","2","2014"
"100182","1961","High School","Married","28249","2","2014"
"101923","1974","PhD","Married","78128","3","2014"
"101597","1962","PhD","Widow","82571","1","2014"
"100825","1973","Master","Married","38576","3","2014"
"101598","1982","PhD","Single","38513","2","2014"
"101171","1955","Master","Married","38452","4","2014"
"101599","1979","Master","Single","16653","2","2014"
"100396","1965","Graduate","Married","48006","4","2014"
"101174","1978","Graduate","Divorced","41986","2","2014"
"101813","1979","Graduate","Married","36781","3","2014"
"101176","1976","PhD","Together","37395","3","2014"
"101177","1971","Graduate","Married","64722","3","2014"
"101178","1956","Master","Together","55249","3","2014"
"100181","1984","Master","Married","30477","3","2014"
"101603","1964","PhD","Together","46910","4","2014"
"101181","1984","High School","Single","25707","2","2014"
"102018","1981","Graduate","Together","88325","2","2014"
"101183","1962","Graduate","Single","76624","2","2014"
"101184","1947","Master","Together","66000","2","2014"
"100823","1974","PhD","Married","46374","3","2014"
"101186","1971","Graduate","Divorced","1730","1","2014"
"100822","1966","PhD","Together","30843","4","2014"
"101605","1966","Graduate","Together","82427","2","2014"
"101189","1973","PhD","Together","20427","3","2014"
"101190","1975","Graduate","Married","65106","3","2014"
"101816","1951","Graduate","Married","94642","2","2014"
"100111","1963","Master","Together","57288","3","2014"
"102019","1950","Master","Divorced","38054","3","2014"
"101609","1959","Graduate","Married","54984","3","2014"
"100815","1970","Graduate","Together","81205","2","2014"
"100812","1988","Graduate","Single","34176","2","2014"
"101197","1975","Graduate","Married","74190","3","2014"
"101198","1976","Graduate","Married","39356","4","2014"
"100103","1959","Graduate","Married","87195","2","2014"
"101611","1964","Graduate","Together","55761","3","2014"
"100038","1973","Graduate","Widow","42429","2","2014"
"101613","1945","PhD","Single","45576","1","2014"
"101203","1952","Graduate","Single","47139","3","2014"
"100809","1977","Graduate","Single","56628","2","2014"
"100100","1959","PhD","Single","34554","2","2014"
"101822","1956","Graduate","Married","58116","3","2014"
"101207","1958","Undergraduate","Single","85485","1","2014"
"101208","1944","Graduate","Married","55956","2","2014"
"100385","1968","Master","Married","70777","3","2014"
"100799","1984","Graduate","Together","16529","3","2014"
"100383","1993","Graduate","Single","74293","1","2014"
"100794","1961","Graduate","Single","57091","1","2014"
"101930","1953","Graduate","Together","34587","4","2014"
"101992","1964","Graduate","Married","42523","2","2014"
"101620","1980","Undergraduate","Single","31859","2","2014"
"100790","1972","Graduate","Married","65685","3","2014"
"102037","1981","Graduate","Divorced","56981","1","2014"
