"customer_key","year_birth","age_in_2014","generation","education","marital_status","living_situation","income","kidhome","teenhome","dt_customer","is_parent","household_size","income_group"
"101269","1978","36","Gen X","Master","Married","Partner","88097","1","0","2012-08-18 00:00:00","true","3","High Income"
"101272","1983","31","Millennial","Master","Married","Partner","35876","0","0","2014-04-20 00:00:00","false","2","Low Income"
"101276","1977","37","Gen X","Master","Married","Partner","43263","0","1","2012-11-21 00:00:00","true","3","Middle Income"
"101281","1956","58","Baby Boomer","PhD","Together","Partner","76542","0","0","2013-03-30 00:00:00","false","2","Middle Income"
"101288","1946","68","Baby Boomer","PhD","Single","Alone","62159","0","0","2014-04-28 00:00:00","false","1","Middle Income"
"101290","1971","43","Gen X","Master","Single","Alone","33316","1","1","2013-04-10 00:00:00","true","3","Low Income"
"101296","1958","56","Baby Boomer","Master","Single","Alone","75154","0","1","2012-04-09 00:00:00","true","2","Middle Income"
"101302","1969","45","Gen X","PhD","Married","Partner","56242","0","1","2013-03-03 00:00:00","true","3","Middle Income"
"101306","1971","43","Gen X","Master","Together","Partner","57420","0","1","2013-06-25 00:00:00","true","3","Middle Income"
"101307","1970","44","Gen X","Master","Together","Partner","51381","0","1","2013-01-04 00:00:00","true","3","Middle Income"
"101308","1955","59","Baby Boomer","Master","Divorced","Alone","46390","0","1","2014-05-05 00:00:00","true","2","Middle Income"
"101314","1972","42","Gen X","PhD","Together","Partner","51381","1","0","2014-02-03 00:00:00","true","3","Middle Income"
"101316","1972","42","Gen X","Master","Married","Partner","53761","1","1","2013-11-10 00:00:00","true","4","Middle Income"
"101318","1972","42","Gen X","PhD","Together","Partner","38887","1","0","2014-02-03 00:00:00","true","3","Low Income"
"101320","1972","42","Gen X","PhD","Married","Partner","29791","1","0","2014-05-15 00:00:00","true","3","Low Income"
"101321","1956","58","Baby Boomer","Master","Married","Partner","63915","0","2","2013-07-30 00:00:00","true","4","Middle Income"
"101324","1969","45","Gen X","PhD","Married","Partner","51039","1","1","2012-10-12 00:00:00","true","4","Middle Income"
"101328","1970","44","Gen X","Master","Married","Partner","44511","1","0","2012-12-10 00:00:00","true","3","Middle Income"
"101329","1967","47","Gen X","PhD","Married","Partner","36947","1","1","2012-07-08 00:00:00","true","4","Low Income"
"101330","1953","61","Baby Boomer","Master","Married","Partner","67087","0","1","2013-12-17 00:00:00","true","3","Middle Income"
"101332","1953","61","Baby Boomer","PhD","Divorced","Alone","36957","1","1","2012-06-09 00:00:00","true","3","Low Income"
"101333","1977","37","Gen X","PhD","Married","Partner","69389","0","1","2012-09-28 00:00:00","true","3","Middle Income"
"101334","1969","45","Gen X","Master","Married","Partner","43142","1","1","2014-02-18 00:00:00","true","4","Middle Income"
"101341","1972","42","Gen X","PhD","Together","Partner","34578","2","1","2014-11-04 00:00:00","true","5","Low Income"
"101343","1969","45","Gen X","PhD","Together","Partner","54132","0","1","2014-02-16 00:00:00","true","3","Middle Income"
"101345","1972","42","Gen X","PhD","Married","Partner","43269","1","0","2013-09-16 00:00:00","true","3","Middle Income"
"101356","1949","65","Baby Boomer","Master","Married","Partner","36408","1","1","2013-09-21 00:00:00","true","4","Low Income"
"101358","1948","66","Baby Boomer","Master","Widow","Alone","78427","0","0","2012-10-24 00:00:00","false","1","Middle Income"
"101363","1982","32","Millennial","PhD","Together","Partner","70038","0","0","2013-10-25 00:00:00","false","2","Middle Income"
"101368","1967","47","Gen X","PhD","Single","Alone","40304","1","0","2013-09-30 00:00:00","true","2","Middle Income"
"101369","1965","49","Gen X","PhD","Together","Partner","32727","0","0","2012-08-28 00:00:00","false","2","Low Income"
"101373","1974","40","Gen X","PhD","Married","Partner","38410","0","0","2012-09-14 00:00:00","false","2","Low Income"
"101374","1950","64","Baby Boomer","Master","Widow","Alone","64866","0","1","2014-01-26 00:00:00","true","2","Middle Income"
"101377","1986","28","Millennial","Master","Married","Partner","28072","1","0","2013-08-07 00:00:00","true","3","Low Income"
"101378","1963","51","Baby Boomer","Master","Divorced","Alone","49476","0","1","2013-06-20 00:00:00","true","2","Middle Income"
"101380","1950","64","Baby Boomer","PhD","Married","Partner","41145","1","1","2014-08-02 00:00:00","true","4","Middle Income"
"101385","1969","45","Gen X","PhD","Married","Partner","94871","0","2","2012-01-09 00:00:00","true","4","High Income"
"101388","1970","44","Gen X","PhD","Married","Partner","59892","0","1","2013-02-11 00:00:00","true","3","Middle Income"
"101389","1987","27","Millennial","Master","Single","Alone","41020","0","0","2013-10-28 00:00:00","false","1","Middle Income"
"101390","1961","53","Baby Boomer","PhD","Married","Partner","57072","0","1","2014-01-24 00:00:00","true","3","Middle Income"
"101394","1976","38","Gen X","Master","Single","Alone","70379","0","1","2013-03-03 00:00:00","true","2","Middle Income"
"101395","1970","44","Gen X","Master","Together","Partner","79419","0","0","2014-06-22 00:00:00","false","2","Middle Income"
"101396","1946","68","Baby Boomer","PhD","Together","Partner","64014","2","1","2014-10-06 00:00:00","true","5","Middle Income"
"101398","1972","42","Gen X","Master","Together","Partner","49854","1","0","2013-10-11 00:00:00","true","3","Middle Income"
"101399","1971","43","Gen X","PhD","Married","Partner","60585","1","1","2013-06-24 00:00:00","true","4","Middle Income"
"101400","1950","64","Baby Boomer","PhD","Divorced","Alone","42873","1","1","2013-01-21 00:00:00","true","3","Middle Income"
"101406","1969","45","Gen X","PhD","Together","Partner","53374","0","1","2012-08-16 00:00:00","true","3","Middle Income"
"101409","1975","39","Gen X","Master","Together","Partner","53253","1","1","2013-11-02 00:00:00","true","4","Middle Income"
"101411","1973","41","Gen X","Master","Married","Partner","54108","1","1","2012-05-11 00:00:00","true","4","Middle Income"
"101412","1955","59","Baby Boomer","PhD","Single","Alone","49667","0","0","2012-08-20 00:00:00","false","1","Middle Income"
"101413","1974","40","Gen X","Master","Married","Partner","63206","0","0","2014-03-20 00:00:00","false","2","Middle Income"
"101414","1972","42","Gen X","Master","Married","Partner","57136","1","1","2013-09-07 00:00:00","true","4","Middle Income"
"101416","1971","43","Gen X","PhD","Married","Partner","78931","0","0","2013-10-25 00:00:00","false","2","Middle Income"
"101423","1972","42","Gen X","Master","Married","Partner","37787","1","0","2013-09-20 00:00:00","true","3","Low Income"
"101425","1983","31","Millennial","PhD","Single","Alone","87188","0","0","2013-03-06 00:00:00","false","1","High Income"
"101430","1948","66","Baby Boomer","PhD","Widow","Alone","82032","0","0","2014-05-04 00:00:00","false","1","High Income"
"101432","1987","27","Millennial","PhD","Single","Alone","74004","0","0","2014-02-24 00:00:00","false","1","Middle Income"
"101436","1975","39","Gen X","PhD","Married","Partner","69283","0","1","2014-06-14 00:00:00","true","3","Middle Income"
"101440","1959","55","Baby Boomer","PhD","Widow","Alone","67786","0","0","2013-07-12 00:00:00","false","1","Middle Income"
"101441","1971","43","Gen X","PhD","Married","Partner","71969","0","1","2012-10-16 00:00:00","true","3","Middle Income"
"101442","1967","47","Gen X","Master","Single","Alone","59235","1","0","2013-12-01 00:00:00","true","2","Middle Income"
"101444","1961","53","Baby Boomer","Master","Together","Partner","74881","1","1","2013-08-03 00:00:00","true","4","Middle Income"
"101446","1953","61","Baby Boomer","PhD","Single","Alone","51411","1","2","2013-05-26 00:00:00","true","4","Middle Income"
"101452","1951","63","Baby Boomer","Master","Divorced","Alone","57530","0","1","2013-12-10 00:00:00","true","2","Middle Income"
"101455","1967","47","Gen X","Master","Married","Partner","37054","1","1","2013-09-15 00:00:00","true","4","Low Income"
"101456","1962","52","Baby Boomer","Master","Together","Partner","47175","1","1","2012-10-28 00:00:00","true","4","Middle Income"
"101459","1976","38","Gen X","PhD","Divorced","Alone","70179","0","1","2013-07-21 00:00:00","true","2","Middle Income"
"101464","1964","50","","Master","Single","Alone","63972","0","1","2012-02-12 00:00:00","true","2","Middle Income"
"101466","1950","64","Baby Boomer","PhD","Married","Partner","55517","1","1","2012-09-27 00:00:00","true","4","Middle Income"
"101467","1957","57","Baby Boomer","PhD","Married","Partner","75283","1","2","2013-03-27 00:00:00","true","5","Middle Income"
"101468","1986","28","Millennial","Master","Married","Partner","27161","1","0","2013-10-28 00:00:00","true","3","Low Income"
"101469","1960","54","Baby Boomer","PhD","Together","Partner","38201","0","1","2013-03-29 00:00:00","true","3","Low Income"
"101471","1947","67","Baby Boomer","PhD","Together","Partner","81574","0","0","2014-04-28 00:00:00","false","2","High Income"
"101472","1976","38","Gen X","Master","Single","Alone","60482","0","1","2013-01-23 00:00:00","true","2","Middle Income"
"101474","1947","67","Baby Boomer","Master","Together","Partner","78093","0","0","2013-11-12 00:00:00","false","2","Middle Income"
"101476","1966","48","Gen X","Master","Together","Partner","45903","0","1","2014-04-23 00:00:00","true","3","Middle Income"
"101477","1952","62","Baby Boomer","Master","Together","Partner","40442","1","1","2012-08-19 00:00:00","true","4","Middle Income"
"101483","1967","47","Gen X","PhD","Single","Alone","52569","0","1","2014-05-04 00:00:00","true","2","Middle Income"
"101484","1973","41","Gen X","PhD","Single","Alone","48432","0","1","2012-10-18 00:00:00","true","2","Middle Income"
"101487","1975","39","Gen X","PhD","Married","Partner","36663","1","0","2014-04-25 00:00:00","true","3","Low Income"
"101488","1965","49","Gen X","Master","Married","Partner","53843","0","1","2013-06-27 00:00:00","true","3","Middle Income"
"101489","1956","58","Baby Boomer","Master","Married","Partner","90226","0","0","2012-09-26 00:00:00","false","2","High Income"
"101490","1955","59","Baby Boomer","Master","Divorced","Alone","70638","0","0","2013-01-06 00:00:00","false","1","Middle Income"
"101493","1963","51","Baby Boomer","PhD","Married","Partner","54072","1","1","2013-07-27 00:00:00","true","4","Middle Income"
"101496","1973","41","Gen X","Master","Married","Partner","60432","0","1","2014-09-03 00:00:00","true","3","Middle Income"
"101497","1964","50","","PhD","Married","Partner","65526","0","1","2014-11-04 00:00:00","true","3","Middle Income"
"101504","1956","58","Baby Boomer","Master","Married","Partner","52973","0","1","2012-08-11 00:00:00","true","3","Middle Income"
"101505","1965","49","Gen X","PhD","Together","Partner","51717","0","1","2013-08-20 00:00:00","true","3","Middle Income"
"101509","1952","62","Baby Boomer","PhD","Married","Partner","54549","0","1","2014-03-03 00:00:00","true","3","Middle Income"
"101510","1971","43","Gen X","PhD","Widow","Alone","47111","0","1","2012-08-09 00:00:00","true","2","Middle Income"
"101511","1963","51","Baby Boomer","PhD","Divorced","Alone","41003","0","0","2013-03-17 00:00:00","false","1","Middle Income"
"101514","1969","45","Gen X","PhD","Together","Partner","42731","1","0","2013-10-21 00:00:00","true","3","Middle Income"
"101515","1959","55","Baby Boomer","PhD","Married","Partner","52854","1","1","2014-03-24 00:00:00","true","4","Middle Income"
"101517","1955","59","Baby Boomer","PhD","Married","Partner","59821","0","1","2013-12-04 00:00:00","true","3","Middle Income"
"101521","1976","38","Gen X","Master","Together","Partner","30560","1","0","2013-06-27 00:00:00","true","3","Low Income"
"101522","1969","45","Gen X","Master","Together","Partner","35924","1","1","2014-03-23 00:00:00","true","4","Low Income"
"101523","1964","50","","PhD","Divorced","Alone","64140","0","2","2013-09-23 00:00:00","true","3","Middle Income"
"101526","1960","54","Baby Boomer","Master","Divorced","Alone","39228","0","0","2013-10-05 00:00:00","false","1","Low Income"
"101527","1974","40","Gen X","Master","Married","Partner","58494","0","1","2013-12-12 00:00:00","true","3","Middle Income"
"101530","1950","64","Baby Boomer","PhD","Widow","Alone","56551","1","1","2014-07-05 00:00:00","true","3","Middle Income"
"101535","1947","67","Baby Boomer","PhD","Widow","Alone","25358","0","1","2013-07-22 00:00:00","true","2","Low Income"
"101536","1978","36","Gen X","Master","Single","Alone","35544","1","0","2014-08-03 00:00:00","true","2","Low Income"
"101537","1954","60","Baby Boomer","Master","Together","Partner","36634","0","1","2013-05-28 00:00:00","true","3","Low Income"
"101538","1954","60","Baby Boomer","PhD","Married","Partner","62670","0","1","2014-02-02 00:00:00","true","3","Middle Income"
"101541","1958","56","Baby Boomer","PhD","Single","Alone","50729","1","1","2013-02-05 00:00:00","true","3","Middle Income"
"101546","1967","47","Gen X","PhD","Married","Partner","63246","0","2","2013-08-20 00:00:00","true","4","Middle Income"
"101547","1959","55","Baby Boomer","PhD","Married","Partner","36732","1","1","2013-12-29 00:00:00","true","4","Low Income"
"101548","1985","29","Millennial","PhD","Single","Alone","37929","0","0","2013-07-30 00:00:00","false","1","Low Income"
"101550","1986","28","Millennial","Master","Married","Partner","80141","0","0","2013-11-01 00:00:00","false","2","High Income"
"101555","1976","38","Gen X","PhD","Married","Partner","49544","1","0","2013-12-02 00:00:00","true","3","Middle Income"
"101559","1955","59","Baby Boomer","PhD","Married","Partner","22554","1","1","2012-03-11 00:00:00","true","4","Low Income"
"101560","1983","31","Millennial","PhD","Married","Partner","23536","1","0","2014-04-06 00:00:00","true","3","Low Income"
"101563","1980","34","","Master","Divorced","Alone","78789","0","0","2012-08-08 00:00:00","false","1","Middle Income"
"101567","1987","27","Millennial","Master","Divorced","Alone","61787","0","0","2013-06-07 00:00:00","false","1","Middle Income"
"101568","1985","29","Millennial","PhD","Married","Partner","18169","1","0","2013-02-19 00:00:00","true","3","Low Income"
"101573","1983","31","Millennial","PhD","Married","Partner","86580","0","0","2013-02-27 00:00:00","false","2","High Income"
"101574","1957","57","Baby Boomer","PhD","Divorced","Alone","41437","1","1","2012-09-22 00:00:00","true","3","Middle Income"
"101575","1951","63","Baby Boomer","Master","Widow","Alone","73705","0","2","2014-05-03 00:00:00","true","3","Middle Income"
"101578","1973","41","Gen X","PhD","Together","Partner","55012","0","1","2014-03-21 00:00:00","true","3","Middle Income"
"101580","1984","30","Millennial","PhD","Married","Partner","38175","1","0","2013-09-23 00:00:00","true","3","Low Income"
"101581","1956","58","Baby Boomer","Master","Together","Partner","58656","0","1","2012-09-20 00:00:00","true","3","Middle Income"
"101584","1973","41","Gen X","PhD","Married","Partner","54222","0","1","2014-01-03 00:00:00","true","3","Middle Income"
"101586","1959","55","Baby Boomer","Master","Married","Partner","77520","0","1","2013-08-28 00:00:00","true","3","Middle Income"
"101593","1976","38","Gen X","PhD","Married","Partner","55424","0","1","2012-11-25 00:00:00","true","3","Middle Income"
"101595","1983","31","Millennial","PhD","Married","Partner","92491","0","0","2013-01-05 00:00:00","false","2","High Income"
"101597","1962","52","Baby Boomer","PhD","Widow","Alone","82571","0","0","2014-02-04 00:00:00","false","1","High Income"
"101598","1982","32","Millennial","PhD","Single","Alone","38513","1","0","2014-01-28 00:00:00","true","2","Low Income"
"101599","1979","35","Gen X","Master","Single","Alone","16653","1","0","2014-04-18 00:00:00","true","2","Low Income"
"101603","1964","50","","PhD","Together","Partner","46910","1","1","2014-03-23 00:00:00","true","4","Middle Income"
"101610","1971","43","Gen X","PhD","Married","Partner","42403","1","0","2013-11-12 00:00:00","true","3","Middle Income"
"101613","1945","69","","PhD","Single","Alone","45576","0","0","2014-05-28 00:00:00","false","1","Middle Income"
"101615","1969","45","Gen X","PhD","Divorced","Alone","58086","0","1","2013-01-20 00:00:00","true","2","Middle Income"
"101619","1949","65","Baby Boomer","PhD","Married","Partner","80360","0","0","2013-03-03 00:00:00","false","2","High Income"
"101621","1949","65","Baby Boomer","PhD","Widow","Alone","51569","0","1","2013-12-02 00:00:00","true","2","Middle Income"
"101624","1971","43","Gen X","Master","Single","Alone","39763","1","0","2013-04-08 00:00:00","true","2","Low Income"
"101625","1955","59","Baby Boomer","PhD","Married","Partner","38725","1","1","2014-10-05 00:00:00","true","4","Low Income"
"101633","1980","34","","PhD","Single","Alone","36802","1","0","2014-06-16 00:00:00","true","2","Low Income"
"101634","1975","39","Gen X","Master","Married","Partner","47808","0","1","2013-10-20 00:00:00","true","3","Middle Income"
"101635","1974","40","Gen X","PhD","Divorced","Alone","25509","1","0","2012-09-18 00:00:00","true","2","Low Income"
"101636","1952","62","Baby Boomer","PhD","Together","Partner","85431","0","0","2013-08-06 00:00:00","false","2","High Income"
"101638","1977","37","Gen X","PhD","Married","Partner","28973","0","0","2012-10-13 00:00:00","false","2","Low Income"
"101639","1973","41","Gen X","PhD","Together","Partner","39435","1","0","2013-06-08 00:00:00","true","3","Low Income"
"101642","1976","38","Gen X","PhD","Single","Alone","42473","1","1","2014-02-17 00:00:00","true","3","Middle Income"
"101652","1960","54","Baby Boomer","Master","Married","Partner","28520","1","1","2013-06-14 00:00:00","true","4","Low Income"
"101654","1977","37","Gen X","Master","Single","Alone","36273","1","0","2014-04-16 00:00:00","true","2","Low Income"
"101658","1951","63","Baby Boomer","Master","Together","Partner","59385","1","1","2013-04-28 00:00:00","true","4","Middle Income"
"101660","1966","48","Gen X","PhD","Single","Alone","7144","0","2","2013-07-12 00:00:00","true","3","Low Income"
"101663","1974","40","Gen X","PhD","Single","Alone","63159","0","0","2012-05-11 00:00:00","false","1","Middle Income"
"101664","1963","51","Baby Boomer","PhD","Single","Alone","46757","0","1","2012-11-16 00:00:00","true","2","Middle Income"
"101665","1969","45","Gen X","Master","Married","Partner","79734","0","0","2014-06-28 00:00:00","false","2","Middle Income"
"101668","1983","31","Millennial","PhD","Together","Partner","21840","1","0","2013-07-21 00:00:00","true","3","Low Income"
"101672","1961","53","Baby Boomer","PhD","Together","Partner","32583","1","1","2014-06-15 00:00:00","true","4","Low Income"
"101674","1971","43","Gen X","Master","Divorced","Alone","44635","1","1","2013-11-10 00:00:00","true","3","Middle Income"
"101678","1965","49","Gen X","PhD","Widow","Alone","54111","0","1","2013-08-25 00:00:00","true","2","Middle Income"
"101680","1958","56","Baby Boomer","Master","Married","Partner","80739","0","0","2013-05-23 00:00:00","false","2","High Income"
"101681","1975","39","Gen X","Master","Together","Partner","22669","1","0","2013-05-22 00:00:00","true","3","Low Income"
"101684","1962","52","Baby Boomer","PhD","Married","Partner","54693","0","1","2013-02-17 00:00:00","true","3","Middle Income"
"101687","1970","44","Gen X","PhD","Married","Partner","80336","0","0","2013-09-09 00:00:00","false","2","High Income"
"101689","1954","60","Baby Boomer","PhD","Divorced","Alone","57333","0","1","2012-09-22 00:00:00","true","2","Middle Income"
"101690","1982","32","Millennial","PhD","Together","Partner","32313","1","0","2013-11-02 00:00:00","true","3","Low Income"
"101691","1953","61","Baby Boomer","Master","Widow","Alone","84953","0","0","2013-03-06 00:00:00","false","1","High Income"
"101692","1968","46","Gen X","Master","Divorced","Alone","27071","1","0","2014-04-23 00:00:00","true","2","Low Income"
"101693","1957","57","Baby Boomer","Master","Together","Partner","68148","0","0","2013-08-31 00:00:00","false","2","Middle Income"
"101694","1965","49","Gen X","Master","Together","Partner","65735","1","1","2013-07-12 00:00:00","true","4","Middle Income"
"101695","1975","39","Gen X","PhD","Married","Partner","86836","0","0","2012-12-09 00:00:00","false","2","High Income"
"101696","1963","51","Baby Boomer","PhD","Married","Partner","4023","1","1","2014-06-23 00:00:00","true","4","Low Income"
"101698","1966","48","Gen X","PhD","Married","Partner","57705","0","1","2014-11-01 00:00:00","true","3","Middle Income"
"101702","1978","36","Gen X","PhD","Married","Partner","72159","0","0","2012-10-29 00:00:00","false","2","Middle Income"
"101704","1984","30","Millennial","PhD","Single","Alone","82733","0","0","2013-10-09 00:00:00","false","1","High Income"
"101705","1971","43","Gen X","Master","Divorced","Alone","74290","0","1","2013-12-08 00:00:00","true","2","Middle Income"
"101706","1951","63","Baby Boomer","Master","Single","Alone","58217","2","1","2012-11-17 00:00:00","true","4","Middle Income"
"101707","1976","38","Gen X","Master","Together","Partner","21024","0","0","2013-04-07 00:00:00","false","2","Low Income"
"101708","1972","42","Gen X","PhD","Married","Partner","70116","0","0","2013-01-26 00:00:00","false","2","Middle Income"
"101710","1966","48","Gen X","PhD","Married","Partner","69063","0","1","2012-07-11 00:00:00","true","3","Middle Income"
"101714","1968","46","Gen X","Master","Together","Partner","32889","1","1","2013-06-09 00:00:00","true","4","Low Income"
"101716","1971","43","Gen X","Master","Together","Partner","30538","1","0","2012-01-10 00:00:00","true","3","Low Income"
"101718","1967","47","Gen X","PhD","Divorced","Alone","26642","1","0","2014-01-03 00:00:00","true","2","Low Income"
"101721","1948","66","Baby Boomer","PhD","Single","Alone","60200","0","1","2013-02-01 00:00:00","true","2","Middle Income"
"101724","1959","55","Baby Boomer","Master","Widow","Alone","33051","0","0","2012-08-16 00:00:00","false","1","Low Income"
"101726","1951","63","Baby Boomer","PhD","Together","Partner","69702","0","1","2013-02-19 00:00:00","true","3","Middle Income"
"101728","1984","30","Millennial","PhD","Married","Partner","70643","0","0","2012-10-15 00:00:00","false","2","Middle Income"
"101729","1969","45","Gen X","PhD","Married","Partner","30396","1","0","2014-04-30 00:00:00","true","3","Low Income"
"101730","1968","46","Gen X","PhD","Divorced","Alone","50616","0","1","2014-04-18 00:00:00","true","2","Middle Income"
"101731","1969","45","Gen X","Master","Single","Alone","62772","0","1","2013-05-19 00:00:00","true","2","Middle Income"
"101732","1985","29","Millennial","PhD","Single","Alone","30298","0","0","2014-05-19 00:00:00","false","1","Low Income"
"101734","1957","57","Baby Boomer","PhD","Married","Partner","44155","1","1","2014-01-19 00:00:00","true","4","Middle Income"
"101735","1971","43","Gen X","PhD","Divorced","Alone","86979","0","0","2013-07-11 00:00:00","false","1","High Income"
"101738","1989","25","Millennial","Master","Together","Partner","88420","0","0","2014-02-05 00:00:00","false","2","High Income"
"101743","1954","60","Baby Boomer","PhD","Single","Alone","90933","0","0","2014-03-31 00:00:00","false","1","High Income"
"101744","1945","69","","PhD","Single","Alone","113734","0","0","2014-05-28 00:00:00","false","1","High Income"
"101745","1964","50","","PhD","Married","Partner","45759","1","1","2013-02-23 00:00:00","true","4","Middle Income"
"101747","1987","27","Millennial","Master","Married","Partner","73395","0","0","2014-03-18 00:00:00","false","2","Middle Income"
"101750","1971","43","Gen X","PhD","Married","Partner","60491","0","1","2013-06-09 00:00:00","true","3","Middle Income"
"101753","1980","34","","Master","Married","Partner","31535","1","0","2013-09-26 00:00:00","true","3","Low Income"
"101758","1981","33","Millennial","PhD","Single","Alone","36038","1","0","2013-05-31 00:00:00","true","2","Low Income"
"101759","1965","49","Gen X","PhD","Together","Partner","34230","1","1","2012-12-26 00:00:00","true","4","Low Income"
"101763","1943","71","Silent Generation","Master","Single","Alone","77598","0","0","2013-01-10 00:00:00","false","1","Middle Income"
"101765","1977","37","Gen X","Master","Married","Partner","22701","1","0","2013-05-09 00:00:00","true","3","Low Income"
"101768","1965","49","Gen X","Master","Married","Partner","62694","1","1","2013-06-17 00:00:00","true","4","Middle Income"
"101769","1974","40","Gen X","PhD","Married","Partner","61917","1","1","2013-11-20 00:00:00","true","4","Middle Income"
"101770","1947","67","Baby Boomer","PhD","Married","Partner","67472","0","1","2013-09-28 00:00:00","true","3","Middle Income"
"101771","1982","32","Millennial","Master","Married","Partner","21059","1","0","2014-07-01 00:00:00","true","3","Low Income"
"101772","1968","46","Gen X","Master","Married","Partner","29543","2","0","2014-01-04 00:00:00","true","4","Low Income"
"101775","1956","58","Baby Boomer","PhD","Single","Alone","54998","0","1","2013-10-03 00:00:00","true","2","Middle Income"
"101776","1949","65","Baby Boomer","PhD","Widow","Alone","54356","0","1","2012-11-19 00:00:00","true","2","Middle Income"
"101777","1959","55","Baby Boomer","Master","Married","Partner","34242","0","1","2014-03-23 00:00:00","true","3","Low Income"
"101779","1984","30","Millennial","PhD","Married","Partner","73356","0","0","2014-06-02 00:00:00","false","2","Middle Income"
"101783","1976","38","Gen X","Master","Married","Partner","34529","1","0","2012-09-14 00:00:00","true","3","Low Income"
"101786","1974","40","Gen X","Master","Married","Partner","83891","0","1","2014-06-20 00:00:00","true","3","High Income"
"101788","1940","74","Silent Generation","PhD","Single","Alone","51141","0","0","2013-08-07 00:00:00","false","1","Middle Income"
"101791","1976","38","Gen X","PhD","Together","Partner","72335","0","0","2012-08-13 00:00:00","false","2","Middle Income"
"101792","1964","50","","PhD","Single","Alone","61798","0","0","2013-11-23 00:00:00","false","1","Middle Income"
"101793","1950","64","Baby Boomer","PhD","Widow","Alone","76842","0","0","2014-03-05 00:00:00","false","1","Middle Income"
"101797","1965","49","Gen X","Master","Married","Partner","70053","0","1","2013-03-07 00:00:00","true","3","Middle Income"
"101798","1962","52","Baby Boomer","PhD","Widow","Alone","71670","0","0","2013-09-07 00:00:00","false","1","Middle Income"
"101806","1978","36","Gen X","Master","Together","Partner","85738","0","0","2014-01-23 00:00:00","false","2","High Income"
"101812","1968","46","Gen X","PhD","Single","Alone","38236","1","1","2013-09-20 00:00:00","true","3","Low Income"
"101814","1984","30","Millennial","Master","Single","Alone","31385","1","0","2012-05-12 00:00:00","true","2","Low Income"
"101817","1962","52","Baby Boomer","Master","Married","Partner","58646","0","1","2013-10-06 00:00:00","true","3","Middle Income"
"101823","1963","51","Baby Boomer","PhD","Divorced","Alone","72968","0","0","2013-12-16 00:00:00","false","1","Middle Income"
"101824","1971","43","Gen X","Master","Married","Partner","39791","0","1","2013-03-28 00:00:00","true","3","Low Income"
"101825","1947","67","Baby Boomer","Master","Single","Alone","91712","0","0","2013-10-17 00:00:00","false","1","High Income"
"101830","1975","39","Gen X","PhD","Together","Partner","56559","0","1","2012-12-25 00:00:00","true","3","Middle Income"
"101831","1973","41","Gen X","PhD","Married","Partner","32644","1","0","2013-01-16 00:00:00","true","3","Low Income"
"101834","1967","47","Gen X","PhD","Divorced","Alone","28420","1","0","2013-12-24 00:00:00","true","2","Low Income"
"101840","1959","55","Baby Boomer","PhD","Divorced","Alone","68805","0","1","2013-09-17 00:00:00","true","2","Middle Income"
"101841","1966","48","Gen X","PhD","Together","Partner","65814","0","1","2014-02-03 00:00:00","true","3","Middle Income"
"101852","1982","32","Millennial","Master","Married","Partner","43815","1","0","2013-05-04 00:00:00","true","3","Middle Income"
"101854","1952","62","Baby Boomer","Master","Married","Partner","77027","0","1","2014-05-02 00:00:00","true","3","Middle Income"
"101855","1965","49","Gen X","PhD","Married","Partner","71322","0","1","2013-02-16 00:00:00","true","3","Middle Income"
"101856","1979","35","Gen X","Master","Married","Partner","32765","1","0","2014-02-23 00:00:00","true","3","Low Income"
"101858","1949","65","Baby Boomer","Master","Together","Partner","49912","0","1","2012-07-09 00:00:00","true","3","Middle Income"
"101860","1947","67","Baby Boomer","PhD","Widow","Alone","68117","0","1","2013-10-03 00:00:00","true","2","Middle Income"
"101873","1979","35","Gen X","Master","Married","Partner","45057","1","0","2013-01-12 00:00:00","true","3","Middle Income"
"101883","1955","59","Baby Boomer","Master","Single","Alone","36927","1","1","2014-02-06 00:00:00","true","3","Low Income"
"101888","1969","45","Gen X","Master","Together","Partner","51381","1","1","2013-05-18 00:00:00","true","4","Middle Income"
"101889","1981","33","Millennial","PhD","Single","Alone","51381","1","0","2013-05-31 00:00:00","true","2","Middle Income"
"101893","1952","62","Baby Boomer","PhD","Married","Partner","77610","0","1","2012-10-29 00:00:00","true","3","Middle Income"
"101900","1977","37","Gen X","Master","Married","Partner","27889","1","0","2013-05-07 00:00:00","true","3","Low Income"
"101903","1954","60","Baby Boomer","Master","Together","Partner","51381","0","1","2013-06-23 00:00:00","true","3","Middle Income"
"101907","1943","71","Silent Generation","Master","Widow","Alone","51381","0","0","2013-10-30 00:00:00","false","1","Middle Income"
"101911","1971","43","Gen X","Master","Married","Partner","34109","0","1","2013-06-11 00:00:00","true","3","Low Income"
"101912","1974","40","Gen X","Master","Divorced","Alone","53367","1","1","2013-08-31 00:00:00","true","3","Middle Income"
"101916","1950","64","Baby Boomer","PhD","Married","Partner","48699","1","1","2013-05-21 00:00:00","true","4","Middle Income"
"101919","1976","38","Gen X","Master","Married","Partner","81929","1","0","2012-09-29 00:00:00","true","3","High Income"
"101921","1976","38","Gen X","Master","Married","Partner","53204","1","1","2014-03-20 00:00:00","true","4","Middle Income"
"101923","1974","40","Gen X","PhD","Married","Partner","78128","0","1","2014-02-19 00:00:00","true","3","Middle Income"
